po_id,supplier_id,supplier_name,part_no,part_desc,quantity,order_ts,promised_delivery_ts,plant_id
PO-100209,SUP-1001,Bosch,PN-HRN-400,Wiring harness,12,2026-02-17T12:00:00,2026-02-23T12:00:00,munich
PO-100210,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,2026-02-22T06:00:00,2026-02-26T06:00:00,munich
PO-100211,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,2026-02-27T14:00:00,2026-03-06T14:00:00,munich
PO-100212,SUP-1002,Continental,PN-BRK-100,Brake caliper,96,2026-02-14T12:00:00,2026-02-18T12:00:00,munich
PO-100213,SUP-1005,Hella,PN-HRN-400,Wiring harness,12,2026-02-25T15:00:00,2026-03-04T15:00:00,munich
PO-100214,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,48,2026-02-19T13:00:00,2026-02-26T13:00:00,munich
PO-100215,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,48,2026-02-26T10:00:00,2026-03-03T10:00:00,munich
PO-100216,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,48,2026-02-24T12:00:00,2026-03-03T12:00:00,munich
PO-100217,SUP-1005,Hella,PN-ALT-200,Alternator,12,2026-02-17T14:00:00,2026-02-23T14:00:00,munich
PO-100218,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,48,2026-02-26T13:00:00,2026-03-05T13:00:00,munich
PO-100219,SUP-1004,Mahle,PN-LMP-500,Headlamp module,144,2026-02-18T11:00:00,2026-02-22T11:00:00,munich
PO-100220,SUP-1002,Continental,PN-ALT-200,Alternator,48,2026-02-23T12:00:00,2026-03-02T12:00:00,munich
PO-100221,SUP-1002,Continental,PN-ALT-200,Alternator,144,2026-02-25T06:00:00,2026-03-01T06:00:00,munich
PO-100222,SUP-1004,Mahle,PN-LMP-500,Headlamp module,12,2026-02-13T14:00:00,2026-02-18T14:00:00,munich
PO-100223,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,24,2026-02-21T09:00:00,2026-02-24T09:00:00,munich
PO-100224,SUP-1004,Mahle,PN-HRN-400,Wiring harness,12,2026-02-22T15:00:00,2026-02-26T15:00:00,munich
PO-100225,SUP-1004,Mahle,PN-ALT-200,Alternator,48,2026-02-24T14:00:00,2026-02-28T14:00:00,munich
PO-100226,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,12,2026-02-20T06:00:00,2026-02-27T06:00:00,munich
PO-100227,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,2026-02-22T13:00:00,2026-02-26T13:00:00,munich
PO-100228,SUP-1002,Continental,PN-LMP-500,Headlamp module,24,2026-02-20T07:00:00,2026-02-24T07:00:00,munich
PO-100229,SUP-1005,Hella,PN-ALT-200,Alternator,12,2026-02-23T06:00:00,2026-02-27T06:00:00,munich
PO-100230,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,2026-02-18T12:00:00,2026-02-22T12:00:00,munich
PO-100231,SUP-1005,Hella,PN-LMP-500,Headlamp module,24,2026-02-14T11:00:00,2026-02-17T11:00:00,munich
PO-100232,SUP-1004,Mahle,PN-HRN-400,Wiring harness,12,2026-02-21T10:00:00,2026-02-27T10:00:00,munich
PO-100233,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,2026-02-24T15:00:00,2026-02-27T15:00:00,munich
PO-100234,SUP-1004,Mahle,PN-ALT-200,Alternator,96,2026-02-18T09:00:00,2026-02-21T09:00:00,munich
PO-100235,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,2026-02-26T06:00:00,2026-03-03T06:00:00,munich
PO-100236,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,48,2026-02-27T13:00:00,2026-03-06T13:00:00,munich
PO-100237,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,96,2026-02-24T13:00:00,2026-03-02T13:00:00,munich
PO-100238,SUP-1005,Hella,PN-HRN-400,Wiring harness,144,2026-02-23T13:00:00,2026-02-27T13:00:00,munich
PO-100239,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,12,2026-02-24T14:00:00,2026-03-03T14:00:00,munich
PO-100240,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,2026-02-23T12:00:00,2026-02-27T12:00:00,munich
PO-100241,SUP-1001,Bosch,PN-HRN-400,Wiring harness,48,2026-02-16T11:00:00,2026-02-21T11:00:00,munich
PO-100242,SUP-1004,Mahle,PN-HRN-400,Wiring harness,48,2026-02-14T13:00:00,2026-02-17T13:00:00,munich
PO-100243,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,2026-02-21T09:00:00,2026-02-27T09:00:00,munich
PO-100244,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,12,2026-02-14T09:00:00,2026-02-17T09:00:00,munich
PO-100245,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,2026-02-16T09:00:00,2026-02-19T09:00:00,munich
PO-100246,SUP-1005,Hella,PN-BRK-100,Brake caliper,96,2026-02-20T15:00:00,2026-02-27T15:00:00,munich
PO-100247,SUP-1004,Mahle,PN-LMP-500,Headlamp module,24,2026-02-24T15:00:00,2026-02-28T15:00:00,munich
PO-100248,SUP-1002,Continental,PN-ALT-200,Alternator,96,2026-02-22T14:00:00,2026-02-27T14:00:00,munich
PO-100249,SUP-1002,Continental,PN-LMP-500,Headlamp module,144,2026-02-24T11:00:00,2026-02-27T11:00:00,munich
PO-100250,SUP-1001,Bosch,PN-ALT-200,Alternator,48,2026-02-25T08:00:00,2026-03-02T08:00:00,munich
PO-100251,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,2026-02-26T09:00:00,2026-03-05T09:00:00,munich
PO-100252,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,12,2026-02-13T10:00:00,2026-02-17T10:00:00,munich
PO-100253,SUP-1001,Bosch,PN-ALT-200,Alternator,24,2026-02-24T14:00:00,2026-02-27T14:00:00,munich
PO-100254,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,12,2026-02-25T15:00:00,2026-03-02T15:00:00,munich
PO-100255,SUP-1001,Bosch,PN-LMP-500,Headlamp module,24,2026-02-19T14:00:00,2026-02-26T14:00:00,munich
PO-100256,SUP-1005,Hella,PN-BRK-100,Brake caliper,12,2026-02-23T11:00:00,2026-03-01T11:00:00,munich
PO-100257,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,144,2026-02-26T11:00:00,2026-03-05T11:00:00,munich
PO-100258,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,144,2026-02-14T07:00:00,2026-02-18T07:00:00,munich
PO-100259,SUP-1001,Bosch,PN-ALT-200,Alternator,12,2026-02-20T11:00:00,2026-02-23T11:00:00,munich
PO-100260,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,2026-02-13T15:00:00,2026-02-16T15:00:00,munich
PO-100261,SUP-1004,Mahle,PN-HRN-400,Wiring harness,96,2026-02-26T06:00:00,2026-03-04T06:00:00,munich
PO-100262,SUP-1005,Hella,PN-LMP-500,Headlamp module,24,2026-02-14T06:00:00,2026-02-17T06:00:00,munich
PO-100263,SUP-1002,Continental,PN-ALT-200,Alternator,144,2026-02-26T10:00:00,2026-03-02T10:00:00,munich
PO-100264,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,12,2026-02-16T15:00:00,2026-02-22T15:00:00,munich
PO-100265,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,24,2026-02-22T15:00:00,2026-02-27T15:00:00,munich
PO-100266,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,96,2026-02-21T07:00:00,2026-02-25T07:00:00,munich
PO-100267,SUP-1005,Hella,PN-LMP-500,Headlamp module,96,2026-02-25T15:00:00,2026-03-01T15:00:00,munich
PO-100268,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,2026-02-21T07:00:00,2026-02-27T07:00:00,munich
PO-100269,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,2026-02-13T09:00:00,2026-02-19T09:00:00,munich
PO-100270,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,144,2026-02-23T10:00:00,2026-02-28T10:00:00,munich
PO-100271,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,96,2026-02-27T15:00:00,2026-03-02T15:00:00,munich
PO-100272,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,12,2026-02-23T09:00:00,2026-03-01T09:00:00,munich
PO-100273,SUP-1005,Hella,PN-LMP-500,Headlamp module,24,2026-02-15T14:00:00,2026-02-18T14:00:00,munich
PO-100274,SUP-1002,Continental,PN-ALT-200,Alternator,96,2026-02-22T08:00:00,2026-03-01T08:00:00,munich
PO-100275,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,2026-02-21T14:00:00,2026-02-27T14:00:00,munich
PO-100276,SUP-1004,Mahle,PN-LMP-500,Headlamp module,96,2026-02-18T06:00:00,2026-02-25T06:00:00,munich
PO-100277,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,2026-02-27T14:00:00,2026-03-05T14:00:00,munich
PO-100278,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,2026-02-18T07:00:00,2026-02-22T07:00:00,munich
PO-100279,SUP-1005,Hella,PN-HRN-400,Wiring harness,24,2026-02-18T14:00:00,2026-02-25T14:00:00,munich
PO-100280,SUP-1001,Bosch,PN-ALT-200,Alternator,144,2026-02-19T11:00:00,2026-02-26T11:00:00,munich
PO-100281,SUP-1001,Bosch,PN-HRN-400,Wiring harness,96,2026-02-22T14:00:00,2026-02-27T14:00:00,munich
PO-100282,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,2026-02-21T09:00:00,2026-02-28T09:00:00,munich
PO-100283,SUP-1001,Bosch,PN-BRK-100,Brake caliper,144,2026-02-17T14:00:00,2026-02-24T14:00:00,munich
PO-100284,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,144,2026-02-17T14:00:00,2026-02-24T14:00:00,munich
PO-100285,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,96,2026-02-23T09:00:00,2026-02-27T09:00:00,munich
PO-100286,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,2026-02-18T09:00:00,2026-02-25T09:00:00,munich
PO-100287,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,2026-02-14T07:00:00,2026-02-20T07:00:00,munich
PO-100288,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,96,2026-02-16T15:00:00,2026-02-20T15:00:00,munich
PO-100289,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,12,2026-02-13T09:00:00,2026-02-19T09:00:00,munich
PO-100290,SUP-1004,Mahle,PN-ALT-200,Alternator,96,2026-02-24T11:00:00,2026-03-01T11:00:00,munich
PO-100291,SUP-1004,Mahle,PN-ALT-200,Alternator,24,2026-02-25T08:00:00,2026-03-03T08:00:00,munich
PO-100292,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,2026-02-19T07:00:00,2026-02-23T07:00:00,munich
PO-100293,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,2026-02-26T15:00:00,2026-03-02T15:00:00,munich
PO-100294,SUP-1004,Mahle,PN-BRK-100,Brake caliper,96,2026-02-22T10:00:00,2026-02-28T10:00:00,munich
PO-100295,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,96,2026-02-17T13:00:00,2026-02-22T13:00:00,munich
PO-100296,SUP-1002,Continental,PN-ALT-200,Alternator,96,2026-02-14T07:00:00,2026-02-17T07:00:00,munich
PO-100297,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,2026-02-16T10:00:00,2026-02-22T10:00:00,munich
PO-100298,SUP-1004,Mahle,PN-LMP-500,Headlamp module,48,2026-02-21T13:00:00,2026-02-25T13:00:00,munich
PO-100299,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,48,2026-02-15T10:00:00,2026-02-18T10:00:00,munich
PO-100300,SUP-1005,Hella,PN-ALT-200,Alternator,12,2026-02-21T11:00:00,2026-02-25T11:00:00,munich
PO-100301,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,48,2026-02-23T14:00:00,2026-02-28T14:00:00,munich
PO-100302,SUP-1001,Bosch,PN-ALT-200,Alternator,12,2026-02-17T10:00:00,2026-02-21T10:00:00,munich
PO-100303,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,2026-02-14T08:00:00,2026-02-17T08:00:00,munich
PO-100304,SUP-1004,Mahle,PN-ALT-200,Alternator,12,2026-02-16T13:00:00,2026-02-19T13:00:00,munich
PO-100305,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,48,2026-02-16T11:00:00,2026-02-19T11:00:00,munich
PO-100306,SUP-1005,Hella,PN-HRN-400,Wiring harness,144,2026-02-15T11:00:00,2026-02-18T11:00:00,munich
PO-100307,SUP-1002,Continental,PN-HRN-400,Wiring harness,24,2026-02-18T14:00:00,2026-02-23T14:00:00,munich
PO-100308,SUP-1004,Mahle,PN-ALT-200,Alternator,144,2026-02-15T14:00:00,2026-02-20T14:00:00,munich
PO-100309,SUP-1001,Bosch,PN-LMP-500,Headlamp module,96,2026-02-24T08:00:00,2026-02-27T08:00:00,munich
PO-100310,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,96,2026-02-23T11:00:00,2026-02-26T11:00:00,munich
PO-100311,SUP-1004,Mahle,PN-ALT-200,Alternator,12,2026-02-13T15:00:00,2026-02-19T15:00:00,munich
PO-100312,SUP-1001,Bosch,PN-HRN-400,Wiring harness,12,2026-02-18T14:00:00,2026-02-24T14:00:00,munich
PO-100313,SUP-1002,Continental,PN-LMP-500,Headlamp module,96,2026-02-16T09:00:00,2026-02-23T09:00:00,munich
PO-100314,SUP-1002,Continental,PN-ALT-200,Alternator,144,2026-02-19T14:00:00,2026-02-24T14:00:00,munich
PO-100315,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,24,2026-02-22T14:00:00,2026-02-26T14:00:00,munich
PO-100316,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,2026-02-13T14:00:00,2026-02-17T14:00:00,munich
PO-100317,SUP-1001,Bosch,PN-HRN-400,Wiring harness,48,2026-02-15T08:00:00,2026-02-20T08:00:00,munich
PO-100318,SUP-1004,Mahle,PN-ALT-200,Alternator,96,2026-02-26T15:00:00,2026-03-01T15:00:00,munich
PO-100319,SUP-1002,Continental,PN-LMP-500,Headlamp module,12,2026-02-23T12:00:00,2026-02-26T12:00:00,munich
PO-100320,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,2026-02-16T12:00:00,2026-02-21T12:00:00,munich
PO-100321,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,2026-02-16T13:00:00,2026-02-22T13:00:00,munich
PO-100322,SUP-1004,Mahle,PN-HRN-400,Wiring harness,48,2026-02-18T09:00:00,2026-02-23T09:00:00,munich
PO-100323,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,2026-02-14T06:00:00,2026-02-18T06:00:00,munich
PO-100324,SUP-1005,Hella,PN-ALT-200,Alternator,24,2026-02-21T14:00:00,2026-02-26T14:00:00,munich
PO-100325,SUP-1001,Bosch,PN-HRN-400,Wiring harness,12,2026-02-14T12:00:00,2026-02-19T12:00:00,munich
PO-100326,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,144,2026-02-21T07:00:00,2026-02-25T07:00:00,munich
PO-100327,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,48,2026-02-16T14:00:00,2026-02-21T14:00:00,munich
PO-100328,SUP-1004,Mahle,PN-LMP-500,Headlamp module,144,2026-02-26T09:00:00,2026-03-04T09:00:00,munich
PO-100329,SUP-1005,Hella,PN-ALT-200,Alternator,24,2026-02-17T14:00:00,2026-02-21T14:00:00,munich
PO-100330,SUP-1004,Mahle,PN-HRN-400,Wiring harness,48,2026-02-20T10:00:00,2026-02-24T10:00:00,munich
PO-100331,SUP-1005,Hella,PN-ALT-200,Alternator,144,2026-02-16T09:00:00,2026-02-19T09:00:00,munich
PO-100332,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,2026-02-19T09:00:00,2026-02-23T09:00:00,munich
PO-100333,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,96,2026-02-22T15:00:00,2026-03-01T15:00:00,munich
PO-100334,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,2026-02-19T14:00:00,2026-02-22T14:00:00,munich
PO-100335,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,2026-02-14T14:00:00,2026-02-17T14:00:00,munich
PO-100336,SUP-1004,Mahle,PN-LMP-500,Headlamp module,24,2026-02-27T13:00:00,2026-03-02T13:00:00,munich
PO-100337,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,12,2026-02-21T12:00:00,2026-02-28T12:00:00,munich
PO-100338,SUP-1002,Continental,PN-ALT-200,Alternator,12,2026-02-19T10:00:00,2026-02-24T10:00:00,munich
PO-100339,SUP-1001,Bosch,PN-LMP-500,Headlamp module,96,2026-02-16T09:00:00,2026-02-23T09:00:00,munich
PO-100340,SUP-1002,Continental,PN-BRK-100,Brake caliper,144,2026-02-26T15:00:00,2026-03-03T15:00:00,munich
PO-100341,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,12,2026-02-14T10:00:00,2026-02-19T10:00:00,munich
PO-100342,SUP-1004,Mahle,PN-LMP-500,Headlamp module,24,2026-02-24T09:00:00,2026-03-03T09:00:00,munich
PO-100343,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,2026-02-18T08:00:00,2026-02-25T08:00:00,munich
PO-100344,SUP-1004,Mahle,PN-BRK-100,Brake caliper,24,2026-02-25T15:00:00,2026-03-03T15:00:00,munich
PO-100345,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,12,2026-02-17T10:00:00,2026-02-24T10:00:00,munich
PO-100346,SUP-1004,Mahle,PN-HRN-400,Wiring harness,12,2026-02-23T08:00:00,2026-03-01T08:00:00,munich
PO-100347,SUP-1005,Hella,PN-BRK-100,Brake caliper,24,2026-02-22T11:00:00,2026-02-27T11:00:00,munich
PO-100348,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,48,2026-02-19T07:00:00,2026-02-25T07:00:00,munich
PO-100349,SUP-1004,Mahle,PN-LMP-500,Headlamp module,12,2026-02-25T13:00:00,2026-03-04T13:00:00,munich
PO-100350,SUP-1005,Hella,PN-ALT-200,Alternator,24,2026-02-24T06:00:00,2026-03-02T06:00:00,munich
PO-100351,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,144,2026-02-25T10:00:00,2026-03-01T10:00:00,munich
PO-100352,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,2026-02-16T14:00:00,2026-02-21T14:00:00,munich
PO-100353,SUP-1002,Continental,PN-BRK-100,Brake caliper,96,2026-02-27T06:00:00,2026-03-02T06:00:00,munich
PO-100354,SUP-1002,Continental,PN-LMP-500,Headlamp module,12,2026-02-27T13:00:00,2026-03-06T13:00:00,munich
PO-100355,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,2026-02-16T08:00:00,2026-02-23T08:00:00,munich
PO-100356,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,2026-02-20T13:00:00,2026-02-24T13:00:00,munich
PO-100357,SUP-1005,Hella,PN-ALT-200,Alternator,144,2026-02-15T13:00:00,2026-02-21T13:00:00,munich
PO-100358,SUP-1005,Hella,PN-HRN-400,Wiring harness,12,2026-02-22T15:00:00,2026-02-28T15:00:00,munich
PO-100359,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,2026-02-26T08:00:00,2026-03-05T08:00:00,munich
PO-100360,SUP-1002,Continental,PN-ALT-200,Alternator,96,2026-02-21T10:00:00,2026-02-27T10:00:00,munich
PO-100361,SUP-1005,Hella,PN-LMP-500,Headlamp module,96,2026-02-26T08:00:00,2026-03-03T08:00:00,munich
PO-100362,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,2026-02-19T11:00:00,2026-02-25T11:00:00,munich
PO-100363,SUP-1002,Continental,PN-ALT-200,Alternator,12,2026-02-14T06:00:00,2026-02-18T06:00:00,munich
PO-100364,SUP-1005,Hella,PN-ALT-200,Alternator,96,2026-02-21T12:00:00,2026-02-28T12:00:00,munich
PO-100365,SUP-1005,Hella,PN-LMP-500,Headlamp module,48,2026-02-13T06:00:00,2026-02-20T06:00:00,munich
PO-100366,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,2026-02-17T15:00:00,2026-02-20T15:00:00,munich
PO-100367,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,48,2026-02-17T08:00:00,2026-02-20T08:00:00,munich
PO-100368,SUP-1005,Hella,PN-BRK-100,Brake caliper,48,2026-02-20T07:00:00,2026-02-24T07:00:00,munich
PO-100369,SUP-1001,Bosch,PN-LMP-500,Headlamp module,24,2026-02-27T15:00:00,2026-03-03T15:00:00,munich
PO-100370,SUP-1001,Bosch,PN-ALT-200,Alternator,144,2026-02-27T08:00:00,2026-03-05T08:00:00,munich
PO-100371,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,12,2026-02-15T13:00:00,2026-02-21T13:00:00,munich
PO-100372,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,144,2026-02-23T06:00:00,2026-02-26T06:00:00,munich
PO-100373,SUP-1004,Mahle,PN-ALT-200,Alternator,144,2026-02-25T09:00:00,2026-03-04T09:00:00,munich
PO-100374,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,2026-02-14T13:00:00,2026-02-19T13:00:00,munich
PO-100375,SUP-1001,Bosch,PN-BRK-100,Brake caliper,12,2026-02-26T15:00:00,2026-03-02T15:00:00,munich
PO-100376,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,12,2026-02-23T13:00:00,2026-02-28T13:00:00,munich
PO-100377,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,48,2026-02-15T13:00:00,2026-02-18T13:00:00,munich
PO-100378,SUP-1001,Bosch,PN-HRN-400,Wiring harness,48,2026-02-14T06:00:00,2026-02-17T06:00:00,munich
PO-100379,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,2026-02-22T06:00:00,2026-03-01T06:00:00,munich
PO-100380,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,48,2026-02-23T10:00:00,2026-03-01T10:00:00,munich
PO-100381,SUP-1005,Hella,PN-BRK-100,Brake caliper,96,2026-02-23T09:00:00,2026-02-28T09:00:00,munich
PO-100382,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,2026-02-14T14:00:00,2026-02-19T14:00:00,munich
PO-100383,SUP-1005,Hella,PN-HRN-400,Wiring harness,144,2026-02-15T15:00:00,2026-02-19T15:00:00,munich
PO-100384,SUP-1001,Bosch,PN-HRN-400,Wiring harness,144,2026-02-15T15:00:00,2026-02-18T15:00:00,munich
PO-100385,SUP-1005,Hella,PN-LMP-500,Headlamp module,24,2026-02-18T09:00:00,2026-02-21T09:00:00,munich
PO-100386,SUP-1005,Hella,PN-BRK-100,Brake caliper,24,2026-02-14T15:00:00,2026-02-20T15:00:00,munich
PO-100387,SUP-1002,Continental,PN-ALT-200,Alternator,48,2026-02-21T13:00:00,2026-02-27T13:00:00,munich
PO-100388,SUP-1005,Hella,PN-ALT-200,Alternator,24,2026-02-14T14:00:00,2026-02-17T14:00:00,munich
PO-100389,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,2026-02-15T06:00:00,2026-02-18T06:00:00,munich
PO-100390,SUP-1001,Bosch,PN-HRN-400,Wiring harness,144,2026-02-14T07:00:00,2026-02-18T07:00:00,munich
PO-100391,SUP-1002,Continental,PN-HRN-400,Wiring harness,24,2026-02-14T13:00:00,2026-02-21T13:00:00,munich
PO-100392,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,2026-02-15T06:00:00,2026-02-22T06:00:00,munich
PO-100393,SUP-1005,Hella,PN-ALT-200,Alternator,144,2026-02-21T09:00:00,2026-02-24T09:00:00,munich
PO-100394,SUP-1004,Mahle,PN-ALT-200,Alternator,24,2026-02-18T12:00:00,2026-02-25T12:00:00,munich
PO-100395,SUP-1004,Mahle,PN-BRK-100,Brake caliper,96,2026-02-20T09:00:00,2026-02-23T09:00:00,munich
PO-100396,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,96,2026-02-26T15:00:00,2026-03-05T15:00:00,munich
PO-100397,SUP-1004,Mahle,PN-BRK-100,Brake caliper,12,2026-02-19T11:00:00,2026-02-26T11:00:00,munich
PO-100398,SUP-1001,Bosch,PN-BRK-100,Brake caliper,96,2026-02-18T13:00:00,2026-02-25T13:00:00,munich
PO-100399,SUP-1005,Hella,PN-ALT-200,Alternator,24,2026-02-18T11:00:00,2026-02-23T11:00:00,munich
PO-100400,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,96,2026-02-22T11:00:00,2026-02-25T11:00:00,munich
PO-100401,SUP-1004,Mahle,PN-ALT-200,Alternator,24,2026-02-21T06:00:00,2026-02-26T06:00:00,munich
PO-100402,SUP-1002,Continental,PN-LMP-500,Headlamp module,48,2026-02-19T15:00:00,2026-02-24T15:00:00,munich
PO-100403,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,24,2026-02-18T10:00:00,2026-02-24T10:00:00,munich
PO-100404,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,24,2026-02-16T14:00:00,2026-02-19T14:00:00,munich
PO-100405,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,2026-02-24T14:00:00,2026-03-03T14:00:00,munich
PO-100406,SUP-1001,Bosch,PN-HRN-400,Wiring harness,12,2026-02-15T14:00:00,2026-02-18T14:00:00,munich
PO-100407,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,2026-02-14T14:00:00,2026-02-20T14:00:00,munich
PO-100408,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,2026-02-19T11:00:00,2026-02-22T11:00:00,munich
PO-100409,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,2026-02-26T15:00:00,2026-03-05T15:00:00,munich
PO-100410,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,96,2026-02-15T14:00:00,2026-02-21T14:00:00,munich
PO-100411,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,144,2026-02-24T13:00:00,2026-02-28T13:00:00,munich
PO-100412,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,96,2026-02-14T15:00:00,2026-02-19T15:00:00,munich
PO-100413,SUP-1001,Bosch,PN-ALT-200,Alternator,48,2026-02-20T08:00:00,2026-02-25T08:00:00,munich
PO-100414,SUP-1002,Continental,PN-BRK-100,Brake caliper,144,2026-02-25T08:00:00,2026-03-04T08:00:00,munich
PO-100415,SUP-1001,Bosch,PN-ALT-200,Alternator,144,2026-02-17T11:00:00,2026-02-23T11:00:00,munich
PO-100416,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,24,2026-02-26T13:00:00,2026-03-05T13:00:00,munich
PO-100417,SUP-1002,Continental,PN-ALT-200,Alternator,24,2026-02-17T08:00:00,2026-02-21T08:00:00,munich
PO-100418,SUP-1001,Bosch,PN-BRK-100,Brake caliper,144,2026-02-22T06:00:00,2026-02-28T06:00:00,munich
PO-100419,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,2026-02-26T10:00:00,2026-03-05T10:00:00,munich
