po_id,carrier,tracking_no,current_eta_ts,last_event,last_event_ts
PO-100252,DB Schenker,TRK8076527214,2026-02-17T10:00:00,IN_TRANSIT,2026-02-16T10:00:00
PO-100253,DB Schenker,TRK8928570600,2026-02-27T14:00:00,PICKED_UP,2026-02-26T14:00:00
PO-100254,Kuehne+Nagel,TRK3256554634,2026-03-02T15:00:00,IN_TRANSIT,2026-02-28T15:00:00
PO-100255,Kuehne+Nagel,TRK6716887234,2026-02-26T14:00:00,AT_HUB,2026-02-20T14:00:00
PO-100256,DB Schenker,TRK5118430494,2026-03-01T11:00:00,AT_HUB,2026-02-25T11:00:00
PO-100258,DHL Freight,TRK8238760130,2026-02-18T07:00:00,PICKED_UP,2026-02-15T07:00:00
PO-100259,DB Schenker,TRK9207624837,2026-02-23T13:00:00,OUT_FOR_DELIVERY,2026-02-22T11:00:00
PO-100260,DHL Freight,TRK3159668272,2026-02-16T15:00:00,AT_HUB,2026-02-16T15:00:00
PO-100261,Kuehne+Nagel,TRK5913767020,2026-03-04T06:00:00,AT_HUB,2026-02-27T06:00:00
PO-100262,DHL Freight,TRK2308638549,2026-02-17T06:00:00,AT_HUB,2026-02-15T06:00:00
PO-100263,DHL Freight,TRK3360791536,2026-03-02T10:00:00,AT_HUB,2026-03-01T10:00:00
PO-100264,DB Schenker,TRK5724657556,2026-02-22T15:00:00,PICKED_UP,2026-02-17T15:00:00
PO-100265,Kuehne+Nagel,TRK7168105904,2026-02-27T15:00:00,AT_HUB,2026-02-23T15:00:00
PO-100266,DB Schenker,TRK6138636031,2026-02-25T09:00:00,PICKED_UP,2026-02-24T07:00:00
PO-100267,DSV,TRK5933341108,2026-03-01T15:00:00,OUT_FOR_DELIVERY,2026-02-26T15:00:00
PO-100268,DB Schenker,TRK5897854817,2026-02-27T08:00:00,IN_TRANSIT,2026-02-22T07:00:00
PO-100269,DB Schenker,TRK8694264068,2026-02-19T09:00:00,OUT_FOR_DELIVERY,2026-02-15T09:00:00
PO-100270,DSV,TRK4588312351,2026-02-28T10:00:00,AT_HUB,2026-02-25T10:00:00
PO-100271,Kuehne+Nagel,TRK1908459040,2026-03-02T16:00:00,IN_TRANSIT,2026-02-28T15:00:00
PO-100272,DSV,TRK3057380250,2026-03-01T09:00:00,IN_TRANSIT,2026-02-26T09:00:00
PO-100273,DB Schenker,TRK3738568701,2026-02-18T15:00:00,AT_HUB,2026-02-16T14:00:00
PO-100274,Kuehne+Nagel,TRK8239558924,2026-03-01T08:00:00,OUT_FOR_DELIVERY,2026-02-25T08:00:00
PO-100275,DHL Freight,TRK4231461054,2026-02-27T14:00:00,PICKED_UP,2026-02-23T14:00:00
PO-100276,DSV,TRK3474420092,2026-02-25T06:00:00,OUT_FOR_DELIVERY,2026-02-19T06:00:00
PO-100277,DHL Freight,TRK3232360156,2026-03-05T17:00:00,OUT_FOR_DELIVERY,2026-03-02T14:00:00
PO-100278,DSV,TRK7720207509,2026-02-22T07:00:00,AT_HUB,2026-02-21T07:00:00
PO-100279,DSV,TRK4160161496,2026-02-25T14:00:00,PICKED_UP,2026-02-21T14:00:00
PO-100280,DSV,TRK5919148165,2026-02-26T11:00:00,OUT_FOR_DELIVERY,2026-02-20T11:00:00
PO-100281,DB Schenker,TRK8044997538,2026-02-27T14:00:00,OUT_FOR_DELIVERY,2026-02-23T14:00:00
PO-100282,DB Schenker,TRK7010521940,2026-02-28T10:00:00,OUT_FOR_DELIVERY,2026-02-23T09:00:00
PO-100283,DB Schenker,TRK5314945131,2026-02-24T14:00:00,IN_TRANSIT,2026-02-19T14:00:00
PO-100284,DSV,TRK4306983924,2026-02-24T14:00:00,AT_HUB,2026-02-19T14:00:00
PO-100285,DHL Freight,TRK2131078331,2026-02-27T09:00:00,AT_HUB,2026-02-24T09:00:00
PO-100286,DB Schenker,TRK1857561275,2026-02-25T09:00:00,IN_TRANSIT,2026-02-20T09:00:00
PO-100287,DHL Freight,TRK8937145080,2026-02-20T07:00:00,AT_HUB,2026-02-17T07:00:00
PO-100288,DHL Freight,TRK7453081889,2026-02-21T15:00:00,OUT_FOR_DELIVERY,2026-02-19T15:00:00
PO-100289,Kuehne+Nagel,TRK2128928014,2026-02-19T09:00:00,AT_HUB,2026-02-15T09:00:00
PO-100290,DB Schenker,TRK3946398734,2026-03-01T11:00:00,PICKED_UP,2026-02-27T11:00:00
PO-100291,Kuehne+Nagel,TRK8667946580,2026-03-03T08:00:00,AT_HUB,2026-02-27T08:00:00
PO-100292,DHL Freight,TRK6732306182,2026-02-24T01:00:00,AT_HUB,2026-02-21T07:00:00
PO-100293,Kuehne+Nagel,TRK6820149016,2026-03-02T15:00:00,OUT_FOR_DELIVERY,2026-03-01T15:00:00
PO-100294,Kuehne+Nagel,TRK4895849088,2026-02-28T11:00:00,PICKED_UP,2026-02-23T10:00:00
PO-100295,DB Schenker,TRK1099218439,2026-02-22T13:00:00,IN_TRANSIT,2026-02-20T13:00:00
PO-100296,DSV,TRK5277846424,2026-02-17T07:00:00,PICKED_UP,2026-02-16T07:00:00
PO-100298,DSV,TRK7717262223,2026-02-25T13:00:00,AT_HUB,2026-02-23T13:00:00
PO-100299,DSV,TRK3298232225,2026-02-18T22:00:00,OUT_FOR_DELIVERY,2026-02-17T10:00:00
PO-100300,DB Schenker,TRK8069476645,2026-02-25T11:00:00,OUT_FOR_DELIVERY,2026-02-22T11:00:00
PO-100301,Kuehne+Nagel,TRK7239587766,2026-02-28T14:00:00,OUT_FOR_DELIVERY,2026-02-24T14:00:00
PO-100302,DB Schenker,TRK5358210046,2026-02-21T10:00:00,IN_TRANSIT,2026-02-19T10:00:00
PO-100303,DB Schenker,TRK8909351013,2026-02-17T08:00:00,OUT_FOR_DELIVERY,2026-02-15T08:00:00
PO-100304,Kuehne+Nagel,TRK9315981171,2026-02-19T13:00:00,IN_TRANSIT,2026-02-19T13:00:00
PO-100305,DSV,TRK2393774816,2026-02-19T11:00:00,IN_TRANSIT,2026-02-18T11:00:00
PO-100306,Kuehne+Nagel,TRK3684922912,2026-02-18T11:00:00,PICKED_UP,2026-02-17T11:00:00
PO-100307,DSV,TRK5873637580,2026-02-23T14:00:00,PICKED_UP,2026-02-20T14:00:00
PO-100308,DB Schenker,TRK9885757271,2026-02-20T14:00:00,IN_TRANSIT,2026-02-17T14:00:00
PO-100309,Kuehne+Nagel,TRK4096686730,2026-02-27T08:00:00,OUT_FOR_DELIVERY,2026-02-25T08:00:00
PO-100311,Kuehne+Nagel,TRK5505788456,2026-02-19T15:00:00,IN_TRANSIT,2026-02-16T15:00:00
PO-100312,Kuehne+Nagel,TRK3272127173,2026-02-24T14:00:00,PICKED_UP,2026-02-20T14:00:00
PO-100313,DSV,TRK4204511084,2026-02-23T09:00:00,AT_HUB,2026-02-19T09:00:00
PO-100314,Kuehne+Nagel,TRK9171110739,2026-02-24T14:00:00,AT_HUB,2026-02-21T14:00:00
PO-100315,Kuehne+Nagel,TRK9425230216,2026-02-26T14:00:00,OUT_FOR_DELIVERY,2026-02-24T14:00:00
PO-100316,DB Schenker,TRK2352505293,2026-02-17T14:00:00,AT_HUB,2026-02-16T14:00:00
PO-100317,Kuehne+Nagel,TRK9984664080,2026-02-20T08:00:00,OUT_FOR_DELIVERY,2026-02-18T08:00:00
PO-100318,DSV,TRK8605964047,2026-03-01T15:00:00,AT_HUB,2026-02-28T15:00:00
PO-100319,Kuehne+Nagel,TRK1948316671,2026-02-26T15:00:00,PICKED_UP,2026-02-26T12:00:00
PO-100320,DHL Freight,TRK7649263948,2026-02-21T14:00:00,AT_HUB,2026-02-17T12:00:00
PO-100321,DB Schenker,TRK2040735415,2026-02-22T13:00:00,AT_HUB,2026-02-18T13:00:00
PO-100322,DB Schenker,TRK9536899982,2026-02-23T09:00:00,OUT_FOR_DELIVERY,2026-02-21T09:00:00
PO-100323,Kuehne+Nagel,TRK5353951329,2026-02-18T06:00:00,PICKED_UP,2026-02-16T06:00:00
PO-100324,DHL Freight,TRK3262584884,2026-02-26T14:00:00,AT_HUB,2026-02-22T14:00:00
PO-100325,DHL Freight,TRK5376908082,2026-02-19T12:00:00,OUT_FOR_DELIVERY,2026-02-15T12:00:00
PO-100326,DHL Freight,TRK1170735270,2026-02-25T07:00:00,AT_HUB,2026-02-23T07:00:00
PO-100327,DHL Freight,TRK9371391276,2026-02-21T14:00:00,IN_TRANSIT,2026-02-17T14:00:00
PO-100328,Kuehne+Nagel,TRK1565956995,2026-03-04T09:00:00,IN_TRANSIT,2026-03-01T09:00:00
PO-100329,DB Schenker,TRK2363635846,2026-02-21T14:00:00,PICKED_UP,2026-02-18T14:00:00
PO-100331,DSV,TRK2606143397,2026-02-19T09:00:00,OUT_FOR_DELIVERY,2026-02-18T09:00:00
PO-100332,DSV,TRK8249315123,2026-02-23T11:00:00,OUT_FOR_DELIVERY,2026-02-20T09:00:00
PO-100333,DHL Freight,TRK3236170837,2026-03-01T15:00:00,OUT_FOR_DELIVERY,2026-02-24T15:00:00
PO-100334,Kuehne+Nagel,TRK2981470996,2026-02-22T14:00:00,OUT_FOR_DELIVERY,2026-02-21T14:00:00
PO-100335,DB Schenker,TRK6983175999,2026-02-17T14:00:00,AT_HUB,2026-02-16T14:00:00
PO-100336,DB Schenker,TRK1530618370,2026-03-02T13:00:00,PICKED_UP,2026-03-02T13:00:00
PO-100337,DHL Freight,TRK4299652989,2026-02-28T12:00:00,AT_HUB,2026-02-24T12:00:00
PO-100338,DB Schenker,TRK1871241447,2026-02-24T10:00:00,AT_HUB,2026-02-20T10:00:00
PO-100339,DHL Freight,TRK7645781604,2026-02-23T09:00:00,IN_TRANSIT,2026-02-17T09:00:00
PO-100340,DB Schenker,TRK3414532686,2026-03-03T16:00:00,OUT_FOR_DELIVERY,2026-03-01T15:00:00
PO-100341,DSV,TRK5573821760,2026-02-19T10:00:00,OUT_FOR_DELIVERY,2026-02-15T10:00:00
PO-100342,DHL Freight,TRK6528427385,2026-03-04T21:00:00,AT_HUB,2026-02-26T09:00:00
PO-100343,DSV,TRK4470249239,2026-02-25T08:00:00,IN_TRANSIT,2026-02-21T08:00:00
PO-100344,DB Schenker,TRK9638455978,2026-03-03T15:00:00,IN_TRANSIT,2026-02-28T15:00:00
PO-100345,Kuehne+Nagel,TRK6761104130,2026-02-24T10:00:00,PICKED_UP,2026-02-18T10:00:00
PO-100346,Kuehne+Nagel,TRK8791786307,2026-03-01T08:00:00,PICKED_UP,2026-02-26T08:00:00
PO-100347,DHL Freight,TRK7896382125,2026-02-27T23:00:00,IN_TRANSIT,2026-02-25T11:00:00
PO-100348,Kuehne+Nagel,TRK2298447203,2026-02-25T07:00:00,PICKED_UP,2026-02-21T07:00:00
PO-100349,Kuehne+Nagel,TRK8625857078,2026-03-04T13:00:00,IN_TRANSIT,2026-02-26T13:00:00
PO-100350,Kuehne+Nagel,TRK5004358412,2026-03-02T06:00:00,PICKED_UP,2026-02-26T06:00:00
PO-100351,Kuehne+Nagel,TRK8614062614,2026-03-01T10:00:00,PICKED_UP,2026-02-27T10:00:00
PO-100352,Kuehne+Nagel,TRK3465667475,2026-02-21T14:00:00,IN_TRANSIT,2026-02-17T14:00:00
PO-100353,DSV,TRK7942021507,2026-03-02T08:00:00,AT_HUB,2026-03-01T06:00:00
PO-100354,DSV,TRK5712708693,2026-03-06T13:00:00,AT_HUB,2026-03-02T13:00:00
PO-100355,Kuehne+Nagel,TRK9084863137,2026-02-23T08:00:00,OUT_FOR_DELIVERY,2026-02-18T08:00:00
PO-100356,DHL Freight,TRK5754448479,2026-02-24T13:00:00,PICKED_UP,2026-02-22T13:00:00
PO-100357,DSV,TRK8676510043,2026-02-22T01:00:00,IN_TRANSIT,2026-02-16T13:00:00
PO-100358,DSV,TRK9888897104,2026-02-28T17:00:00,PICKED_UP,2026-02-25T15:00:00
PO-100360,Kuehne+Nagel,TRK8213650687,2026-02-27T10:00:00,OUT_FOR_DELIVERY,2026-02-24T10:00:00
PO-100361,DHL Freight,TRK2542943951,2026-03-04T20:00:00,AT_HUB,2026-02-27T08:00:00
PO-100362,DB Schenker,TRK3039557201,2026-02-25T11:00:00,IN_TRANSIT,2026-02-22T11:00:00
PO-100363,DB Schenker,TRK1363626724,2026-02-18T06:00:00,OUT_FOR_DELIVERY,2026-02-16T06:00:00
PO-100364,DSV,TRK3596622371,2026-02-28T12:00:00,OUT_FOR_DELIVERY,2026-02-24T12:00:00
PO-100365,DHL Freight,TRK8640187694,2026-02-20T06:00:00,OUT_FOR_DELIVERY,2026-02-16T06:00:00
PO-100367,Kuehne+Nagel,TRK9853721863,2026-02-20T08:00:00,OUT_FOR_DELIVERY,2026-02-20T08:00:00
PO-100368,DB Schenker,TRK7939798543,2026-02-24T07:00:00,AT_HUB,2026-02-22T07:00:00
PO-100369,DB Schenker,TRK3082709180,2026-03-03T15:00:00,PICKED_UP,2026-03-01T15:00:00
PO-100370,DSV,TRK1718476143,2026-03-05T08:00:00,AT_HUB,2026-02-28T08:00:00
PO-100371,DB Schenker,TRK8325529753,2026-02-21T13:00:00,OUT_FOR_DELIVERY,2026-02-17T13:00:00
PO-100372,DSV,TRK6465734977,2026-02-26T06:00:00,AT_HUB,2026-02-25T06:00:00
PO-100373,DHL Freight,TRK3889662004,2026-03-04T09:00:00,PICKED_UP,2026-02-26T09:00:00
PO-100374,DHL Freight,TRK3660290823,2026-02-19T13:00:00,PICKED_UP,2026-02-17T13:00:00
PO-100375,DB Schenker,TRK4848297723,2026-03-02T15:00:00,IN_TRANSIT,2026-02-28T15:00:00
PO-100376,Kuehne+Nagel,TRK2105252271,2026-02-28T13:00:00,PICKED_UP,2026-02-25T13:00:00
PO-100377,DB Schenker,TRK8067296442,2026-02-18T13:00:00,PICKED_UP,2026-02-16T13:00:00
PO-100378,DHL Freight,TRK9145458689,2026-02-17T06:00:00,IN_TRANSIT,2026-02-17T06:00:00
PO-100379,DSV,TRK4373188745,2026-03-01T06:00:00,IN_TRANSIT,2026-02-23T06:00:00
PO-100380,Kuehne+Nagel,TRK8587094479,2026-03-03T10:00:00,IN_TRANSIT,2026-02-24T10:00:00
PO-100381,Kuehne+Nagel,TRK3089516830,2026-02-28T09:00:00,OUT_FOR_DELIVERY,2026-02-26T09:00:00
PO-100382,DHL Freight,TRK5454064409,2026-02-19T14:00:00,PICKED_UP,2026-02-16T14:00:00
PO-100383,DHL Freight,TRK1196716790,2026-02-19T16:00:00,IN_TRANSIT,2026-02-16T15:00:00
PO-100384,DB Schenker,TRK6165304376,2026-02-18T17:00:00,AT_HUB,2026-02-18T15:00:00
PO-100385,DB Schenker,TRK8548620154,2026-02-21T09:00:00,IN_TRANSIT,2026-02-21T09:00:00
PO-100386,DHL Freight,TRK9972793290,2026-02-20T17:00:00,AT_HUB,2026-02-16T15:00:00
PO-100387,DB Schenker,TRK8375312491,2026-02-27T13:00:00,PICKED_UP,2026-02-24T13:00:00
PO-100388,DB Schenker,TRK6188787377,2026-02-17T14:00:00,PICKED_UP,2026-02-15T14:00:00
PO-100389,Kuehne+Nagel,TRK2946254259,2026-02-18T06:00:00,PICKED_UP,2026-02-18T06:00:00
PO-100390,DB Schenker,TRK9153448896,2026-02-18T07:00:00,IN_TRANSIT,2026-02-15T07:00:00
PO-100391,DSV,TRK6059732461,2026-02-21T13:00:00,AT_HUB,2026-02-15T13:00:00
PO-100392,DSV,TRK7264548783,2026-02-22T18:00:00,IN_TRANSIT,2026-02-17T06:00:00
PO-100393,DB Schenker,TRK7835787787,2026-02-24T09:00:00,OUT_FOR_DELIVERY,2026-02-23T09:00:00
PO-100394,DHL Freight,TRK1189941491,2026-02-25T12:00:00,OUT_FOR_DELIVERY,2026-02-21T12:00:00
PO-100395,DB Schenker,TRK5864961001,2026-02-23T12:00:00,AT_HUB,2026-02-21T09:00:00
PO-100396,DB Schenker,TRK2741009563,2026-03-06T15:00:00,AT_HUB,2026-03-01T15:00:00
PO-100397,DB Schenker,TRK9937651021,2026-02-27T11:00:00,AT_HUB,2026-02-22T11:00:00
PO-100398,DHL Freight,TRK4322481528,2026-02-25T13:00:00,IN_TRANSIT,2026-02-20T13:00:00
PO-100399,Kuehne+Nagel,TRK6777704180,2026-02-23T11:00:00,OUT_FOR_DELIVERY,2026-02-21T11:00:00
PO-100400,DSV,TRK4856648111,2026-02-25T11:00:00,AT_HUB,2026-02-23T11:00:00
PO-100401,DSV,TRK6784033506,2026-02-26T06:00:00,OUT_FOR_DELIVERY,2026-02-24T06:00:00
PO-100402,DSV,TRK7262092770,2026-02-24T15:00:00,IN_TRANSIT,2026-02-21T15:00:00
PO-100403,Kuehne+Nagel,TRK4412168053,2026-02-24T10:00:00,IN_TRANSIT,2026-02-19T10:00:00
PO-100404,DSV,TRK2295189353,2026-02-19T14:00:00,PICKED_UP,2026-02-18T14:00:00
PO-100405,Kuehne+Nagel,TRK3864261005,2026-03-03T14:00:00,OUT_FOR_DELIVERY,2026-02-26T14:00:00
PO-100406,DSV,TRK2534993610,2026-02-18T14:00:00,AT_HUB,2026-02-16T14:00:00
PO-100407,DSV,TRK6130123844,2026-02-20T14:00:00,AT_HUB,2026-02-17T14:00:00
PO-100408,DHL Freight,TRK9108060197,2026-02-22T11:00:00,OUT_FOR_DELIVERY,2026-02-21T11:00:00
PO-100409,Kuehne+Nagel,TRK8542452431,2026-03-06T03:00:00,PICKED_UP,2026-02-27T15:00:00
PO-100410,DB Schenker,TRK8869598656,2026-02-21T14:00:00,AT_HUB,2026-02-18T14:00:00
PO-100411,Kuehne+Nagel,TRK3029548895,2026-02-28T19:00:00,AT_HUB,2026-02-26T13:00:00
PO-100412,DSV,TRK4514489277,2026-02-19T15:00:00,AT_HUB,2026-02-17T15:00:00
PO-100413,Kuehne+Nagel,TRK5504196219,2026-02-25T08:00:00,AT_HUB,2026-02-23T08:00:00
PO-100414,Kuehne+Nagel,TRK2557023069,2026-03-04T08:00:00,AT_HUB,2026-02-26T08:00:00
PO-100415,DB Schenker,TRK5784450697,2026-02-23T11:00:00,OUT_FOR_DELIVERY,2026-02-18T11:00:00
PO-100416,Kuehne+Nagel,TRK9713455851,2026-03-05T13:00:00,PICKED_UP,2026-02-27T13:00:00
PO-100417,DHL Freight,TRK1333870589,2026-02-21T11:00:00,OUT_FOR_DELIVERY,2026-02-19T08:00:00
PO-100418,DHL Freight,TRK4240768756,2026-02-28T06:00:00,PICKED_UP,2026-02-25T06:00:00
PO-100419,DB Schenker,TRK1293505358,2026-03-05T10:00:00,PICKED_UP,2026-03-01T10:00:00
PO-100420,DSV,TRK3531370274,2026-02-18T15:00:00,OUT_FOR_DELIVERY,2026-02-18T14:00:00
PO-100421,DB Schenker,TRK4101552989,2026-02-19T12:00:00,PICKED_UP,2026-02-18T12:00:00
PO-100422,DSV,TRK2578148768,2026-02-26T12:00:00,PICKED_UP,2026-02-24T12:00:00
PO-100423,DB Schenker,TRK5572896413,2026-02-26T12:00:00,IN_TRANSIT,2026-02-21T12:00:00
PO-100424,DSV,TRK6824393594,2026-03-04T15:00:00,OUT_FOR_DELIVERY,2026-02-27T15:00:00
PO-100425,DB Schenker,TRK1127661542,2026-03-01T13:00:00,PICKED_UP,2026-02-26T13:00:00
PO-100426,DSV,TRK8699722790,2026-02-25T15:00:00,IN_TRANSIT,2026-02-24T15:00:00
PO-100427,DSV,TRK7195731459,2026-02-19T08:00:00,PICKED_UP,2026-02-14T06:00:00
PO-100428,DSV,TRK4669411645,2026-02-21T13:00:00,PICKED_UP,2026-02-17T10:00:00
PO-100429,DHL Freight,TRK7979978982,2026-02-21T00:00:00,OUT_FOR_DELIVERY,2026-02-14T06:00:00
PO-100430,DHL Freight,TRK2449956300,2026-03-02T10:00:00,PICKED_UP,2026-02-26T10:00:00
PO-100432,DHL Freight,TRK6179336797,2026-02-25T12:00:00,OUT_FOR_DELIVERY,2026-02-21T12:00:00
PO-100433,DHL Freight,TRK7758219918,2026-02-19T13:00:00,IN_TRANSIT,2026-02-19T13:00:00
PO-100434,DHL Freight,TRK8748665246,2026-02-24T07:00:00,OUT_FOR_DELIVERY,2026-02-20T07:00:00
PO-100435,DB Schenker,TRK7772490394,2026-02-27T14:00:00,IN_TRANSIT,2026-02-26T14:00:00
PO-100436,DB Schenker,TRK8582893964,2026-03-02T15:00:00,OUT_FOR_DELIVERY,2026-03-01T15:00:00
PO-100437,DB Schenker,TRK2743180954,2026-03-03T12:00:00,PICKED_UP,2026-02-27T12:00:00
PO-100438,DHL Freight,TRK1867542631,2026-03-03T10:00:00,AT_HUB,2026-02-26T10:00:00
PO-100439,DHL Freight,TRK4850461711,2026-02-27T17:00:00,AT_HUB,2026-02-26T14:00:00
PO-100440,Kuehne+Nagel,TRK1387615589,2026-02-23T07:00:00,PICKED_UP,2026-02-18T07:00:00
PO-100441,DHL Freight,TRK5074682264,2026-02-19T07:00:00,AT_HUB,2026-02-18T07:00:00
PO-100443,DHL Freight,TRK7195072856,2026-02-26T12:00:00,PICKED_UP,2026-02-23T12:00:00
PO-100444,DSV,TRK4390092441,2026-03-04T08:00:00,AT_HUB,2026-02-27T08:00:00
PO-100445,Kuehne+Nagel,TRK3174690195,2026-03-05T11:00:00,AT_HUB,2026-03-01T11:00:00
PO-100446,DB Schenker,TRK5308177776,2026-02-23T06:00:00,IN_TRANSIT,2026-02-23T06:00:00
PO-100447,DB Schenker,TRK2119611566,2026-03-04T15:00:00,AT_HUB,2026-02-28T15:00:00
PO-100448,DB Schenker,TRK2986099771,2026-02-24T08:00:00,AT_HUB,2026-02-21T08:00:00
PO-100449,DSV,TRK3122353925,2026-02-18T14:00:00,IN_TRANSIT,2026-02-17T11:00:00
PO-100450,DB Schenker,TRK2796717941,2026-02-26T09:00:00,OUT_FOR_DELIVERY,2026-02-20T09:00:00
PO-100451,DSV,TRK8271480813,2026-02-25T09:00:00,IN_TRANSIT,2026-02-23T09:00:00
PO-100452,DHL Freight,TRK5317992556,2026-02-18T06:00:00,OUT_FOR_DELIVERY,2026-02-15T06:00:00
PO-100453,DB Schenker,TRK5680002451,2026-02-19T10:00:00,OUT_FOR_DELIVERY,2026-02-16T10:00:00
PO-100454,Kuehne+Nagel,TRK7515348075,2026-03-04T12:00:00,OUT_FOR_DELIVERY,2026-02-28T12:00:00
PO-100456,DHL Freight,TRK2501539056,2026-02-24T17:00:00,IN_TRANSIT,2026-02-20T14:00:00
PO-100457,DHL Freight,TRK2411574423,2026-02-19T15:00:00,AT_HUB,2026-02-19T15:00:00
PO-100458,Kuehne+Nagel,TRK5319901125,2026-02-19T07:00:00,PICKED_UP,2026-02-16T07:00:00
PO-100459,DSV,TRK5692470851,2026-03-03T07:00:00,AT_HUB,2026-02-27T06:00:00
PO-100460,DB Schenker,TRK5812948894,2026-02-17T09:00:00,OUT_FOR_DELIVERY,2026-02-15T09:00:00
PO-100461,DSV,TRK6095359489,2026-02-27T09:00:00,OUT_FOR_DELIVERY,2026-02-22T09:00:00
PO-100462,DSV,TRK2878427679,2026-03-01T08:00:00,OUT_FOR_DELIVERY,2026-02-25T08:00:00
PO-100463,DSV,TRK2773904836,2026-02-20T15:00:00,OUT_FOR_DELIVERY,2026-02-20T15:00:00
PO-100464,DHL Freight,TRK5652697543,2026-02-19T19:00:00,AT_HUB,2026-02-15T07:00:00
PO-100465,DHL Freight,TRK1076945301,2026-02-19T08:00:00,OUT_FOR_DELIVERY,2026-02-17T08:00:00
PO-100466,DSV,TRK8750872949,2026-03-04T15:00:00,PICKED_UP,2026-02-27T15:00:00
PO-100467,DB Schenker,TRK1819971340,2026-02-18T06:00:00,AT_HUB,2026-02-16T06:00:00
PO-100468,DSV,TRK5513676403,2026-02-26T06:00:00,PICKED_UP,2026-02-21T06:00:00
PO-100469,DSV,TRK9850659228,2026-03-02T14:00:00,PICKED_UP,2026-02-26T14:00:00
PO-100470,Kuehne+Nagel,TRK2873593613,2026-02-20T13:00:00,IN_TRANSIT,2026-02-16T10:00:00
PO-100471,Kuehne+Nagel,TRK6184921425,2026-03-06T11:00:00,PICKED_UP,2026-03-02T11:00:00
PO-100472,DSV,TRK2304174972,2026-02-23T08:00:00,IN_TRANSIT,2026-02-19T08:00:00
PO-100474,Kuehne+Nagel,TRK4849655205,2026-02-25T10:00:00,PICKED_UP,2026-02-23T10:00:00
PO-100475,DB Schenker,TRK9207621403,2026-03-01T10:00:00,IN_TRANSIT,2026-02-25T07:00:00
PO-100476,DHL Freight,TRK8770219539,2026-02-21T08:00:00,AT_HUB,2026-02-20T08:00:00
PO-100477,DSV,TRK9152128221,2026-02-21T16:00:00,AT_HUB,2026-02-16T14:00:00
PO-100478,DHL Freight,TRK3755074460,2026-02-24T11:00:00,PICKED_UP,2026-02-21T11:00:00
PO-100479,Kuehne+Nagel,TRK7029868098,2026-03-04T14:00:00,IN_TRANSIT,2026-03-02T14:00:00
PO-100480,Kuehne+Nagel,TRK4779036992,2026-03-02T11:00:00,AT_HUB,2026-02-25T11:00:00
PO-100482,DHL Freight,TRK7222277556,2026-02-19T06:00:00,PICKED_UP,2026-02-16T06:00:00
PO-100483,DB Schenker,TRK8363081382,2026-02-21T11:00:00,IN_TRANSIT,2026-02-17T11:00:00
PO-100484,DB Schenker,TRK3045491387,2026-02-21T18:00:00,OUT_FOR_DELIVERY,2026-02-16T12:00:00
PO-100485,DSV,TRK4538244882,2026-02-28T13:00:00,IN_TRANSIT,2026-02-25T13:00:00
PO-100486,Kuehne+Nagel,TRK8955644375,2026-03-02T09:00:00,PICKED_UP,2026-02-25T09:00:00
PO-100487,Kuehne+Nagel,TRK3087034313,2026-02-17T14:00:00,IN_TRANSIT,2026-02-14T14:00:00
PO-100488,DSV,TRK6915482645,2026-02-18T13:00:00,IN_TRANSIT,2026-02-16T13:00:00
PO-100489,DHL Freight,TRK9117673599,2026-03-04T15:00:00,AT_HUB,2026-02-28T15:00:00
PO-100490,DHL Freight,TRK3240915480,2026-03-01T10:00:00,OUT_FOR_DELIVERY,2026-02-25T10:00:00
PO-100491,DHL Freight,TRK7901388916,2026-03-01T09:00:00,OUT_FOR_DELIVERY,2026-02-28T09:00:00
PO-100492,DHL Freight,TRK5208149330,2026-02-18T12:00:00,IN_TRANSIT,2026-02-17T12:00:00
PO-100493,DHL Freight,TRK2374567624,2026-02-26T17:00:00,OUT_FOR_DELIVERY,2026-02-24T11:00:00
PO-100494,DHL Freight,TRK6662211914,2026-02-23T13:00:00,OUT_FOR_DELIVERY,2026-02-17T13:00:00
PO-100495,DSV,TRK2915479210,2026-02-26T07:00:00,IN_TRANSIT,2026-02-23T07:00:00
PO-100496,DB Schenker,TRK1002331874,2026-02-19T06:00:00,OUT_FOR_DELIVERY,2026-02-15T06:00:00
PO-100497,DHL Freight,TRK2291231895,2026-03-05T14:00:00,OUT_FOR_DELIVERY,2026-03-01T14:00:00
PO-100498,Kuehne+Nagel,TRK8023001183,2026-02-21T12:00:00,OUT_FOR_DELIVERY,2026-02-19T12:00:00
PO-100499,DSV,TRK3797168211,2026-03-02T09:00:00,PICKED_UP,2026-03-02T08:00:00
PO-100500,DHL Freight,TRK5830824012,2026-03-05T12:00:00,AT_HUB,2026-02-27T12:00:00
