po_id,plant_id,supplier_id,supplier_name,part_no,part_desc,quantity,received_qty,short_shipment,order_ts,promised_delivery_ts,carrier,last_event,current_eta_ts,scan_ts,effective_arrival_ts,delivery_status,slip_hours,risk_level,risk_threshold_hours,processed_ts
PO-100382,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-14 14:00:00,2026-02-19 14:00:00,DHL Freight,PICKED_UP,2026-02-19 14:00:00,2026-02-19 10:00:00,2026-02-19 10:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100311,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,12,12.0,False,2026-02-13 15:00:00,2026-02-19 15:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-19 15:00:00,2026-02-19 11:00:00,2026-02-19 11:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100011,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,12.0,False,2026-02-16 15:00:00,2026-02-19 15:00:00,DB Schenker,AT_HUB,2026-02-20 15:00:00,2026-02-20 14:00:00,2026-02-20 14:00:00,ARRIVED,23.0,LATE,12.0,2026-03-02T06:00:00
PO-100457,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-16 15:00:00,2026-02-19 15:00:00,DHL Freight,AT_HUB,2026-02-19 15:00:00,2026-02-19 11:00:00,2026-02-19 11:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100383,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-15 15:00:00,2026-02-19 15:00:00,DHL Freight,IN_TRANSIT,2026-02-19 16:00:00,2026-02-19 12:00:00,2026-02-19 12:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100200,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,144,142.0,True,2026-02-15 15:00:00,2026-02-19 15:00:00,Kuehne+Nagel,PICKED_UP,2026-02-19 15:00:00,2026-02-19 15:00:00,2026-02-19 15:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100412,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-14 15:00:00,2026-02-19 15:00:00,DSV,AT_HUB,2026-02-19 15:00:00,2026-02-19 11:00:00,2026-02-19 11:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100429,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-13 06:00:00,2026-02-20 06:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-21 00:00:00,2026-02-20 22:00:00,2026-02-20 22:00:00,ARRIVED,16.0,LATE,12.0,2026-03-02T06:00:00
PO-100365,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-13 06:00:00,2026-02-20 06:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-20 06:00:00,2026-02-20 06:00:00,2026-02-20 06:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100109,munich,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-16 07:00:00,2026-02-20 07:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-20 07:00:00,2026-02-20 03:00:00,2026-02-20 03:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100195,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-17 07:00:00,2026-02-20 07:00:00,DB Schenker,PICKED_UP,2026-02-20 07:00:00,2026-02-20 03:00:00,2026-02-20 03:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100287,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,12.0,False,2026-02-14 07:00:00,2026-02-20 07:00:00,DHL Freight,AT_HUB,2026-02-20 07:00:00,2026-02-20 07:00:00,2026-02-20 07:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100003,munich,SUP-1002,Continental,PN-ALT-200,Alternator,48,48.0,False,2026-02-14 07:00:00,2026-02-20 07:00:00,DHL Freight,PICKED_UP,2026-02-20 07:00:00,2026-02-20 05:00:00,2026-02-20 05:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100367,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-17 08:00:00,2026-02-20 08:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-20 08:00:00,2026-02-20 04:00:00,2026-02-20 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100317,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-15 08:00:00,2026-02-20 08:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-20 08:00:00,2026-02-20 08:00:00,2026-02-20 08:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100198,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-17 08:00:00,2026-02-20 08:00:00,Kuehne+Nagel,AT_HUB,2026-02-20 08:00:00,2026-02-20 05:00:00,2026-02-20 05:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100192,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-14 08:00:00,2026-02-20 08:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-20 08:00:00,2026-02-20 04:00:00,2026-02-20 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100129,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-17 09:00:00,2026-02-20 09:00:00,DB Schenker,AT_HUB,2026-02-20 09:00:00,2026-02-20 10:00:00,2026-02-20 10:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100001,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,48,48.0,False,2026-02-16 09:00:00,2026-02-20 09:00:00,DHL Freight,PICKED_UP,2026-02-20 09:00:00,2026-02-20 06:00:00,2026-02-20 06:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100159,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,48,,False,2026-02-16 10:00:00,2026-02-20 10:00:00,DSV,OUT_FOR_DELIVERY,2026-02-20 10:00:00,,2026-02-20 10:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100155,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-15 10:00:00,2026-02-20 10:00:00,DSV,PICKED_UP,2026-02-20 11:00:00,2026-02-20 08:00:00,2026-02-20 08:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100470,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-14 10:00:00,2026-02-20 10:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-20 13:00:00,2026-02-20 12:00:00,2026-02-20 12:00:00,ARRIVED,2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100067,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-13 10:00:00,2026-02-20 10:00:00,Kuehne+Nagel,AT_HUB,2026-02-20 10:00:00,2026-02-20 09:00:00,2026-02-20 09:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100193,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,12,,False,2026-02-16 11:00:00,2026-02-20 11:00:00,DHL Freight,AT_HUB,2026-02-20 11:00:00,,2026-02-20 11:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100021,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,144,143.0,True,2026-02-16 11:00:00,2026-02-20 11:00:00,Kuehne+Nagel,PICKED_UP,2026-02-20 11:00:00,2026-02-20 09:00:00,2026-02-20 09:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100045,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,48,48.0,False,2026-02-16 11:00:00,2026-02-20 11:00:00,DHL Freight,AT_HUB,2026-02-20 11:00:00,2026-02-20 11:00:00,2026-02-20 11:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100148,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-17 12:00:00,2026-02-20 12:00:00,DB Schenker,PICKED_UP,2026-02-20 12:00:00,2026-02-20 11:00:00,2026-02-20 11:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100308,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,144,144.0,False,2026-02-15 14:00:00,2026-02-20 14:00:00,DB Schenker,IN_TRANSIT,2026-02-20 14:00:00,2026-02-20 12:00:00,2026-02-20 12:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100407,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,12,12.0,False,2026-02-14 14:00:00,2026-02-20 14:00:00,DSV,AT_HUB,2026-02-20 14:00:00,2026-02-20 10:00:00,2026-02-20 10:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100117,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-17 14:00:00,2026-02-20 14:00:00,Kuehne+Nagel,AT_HUB,2026-02-20 14:00:00,2026-02-20 14:00:00,2026-02-20 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100288,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-16 15:00:00,2026-02-20 15:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-21 15:00:00,2026-02-21 14:00:00,2026-02-21 14:00:00,ARRIVED,23.0,LATE,12.0,2026-03-02T06:00:00
PO-100386,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-14 15:00:00,2026-02-20 15:00:00,DHL Freight,AT_HUB,2026-02-20 17:00:00,2026-02-20 18:00:00,2026-02-20 18:00:00,ARRIVED,3.0,LATE,12.0,2026-03-02T06:00:00
PO-100463,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-17 15:00:00,2026-02-20 15:00:00,DSV,OUT_FOR_DELIVERY,2026-02-20 15:00:00,2026-02-20 16:00:00,2026-02-20 16:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100366,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-17 15:00:00,2026-02-20 15:00:00,,,,2026-02-20 14:00:00,2026-02-20 14:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100180,munich,SUP-1005,Hella,PN-ALT-200,Alternator,96,96.0,False,2026-02-17 06:00:00,2026-02-21 06:00:00,DHL Freight,AT_HUB,2026-02-21 08:00:00,2026-02-21 09:00:00,2026-02-21 09:00:00,ARRIVED,3.0,LATE,12.0,2026-03-02T06:00:00
PO-100133,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-14 06:00:00,2026-02-21 06:00:00,DB Schenker,PICKED_UP,2026-02-21 06:00:00,2026-02-21 06:00:00,2026-02-21 06:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100153,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-18 07:00:00,2026-02-21 07:00:00,Kuehne+Nagel,PICKED_UP,2026-02-22 01:00:00,2026-02-22 01:00:00,2026-02-22 01:00:00,ARRIVED,18.0,LATE,12.0,2026-03-02T06:00:00
PO-100476,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,48,48.0,False,2026-02-18 08:00:00,2026-02-21 08:00:00,DHL Freight,AT_HUB,2026-02-21 08:00:00,2026-02-21 04:00:00,2026-02-21 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100417,munich,SUP-1002,Continental,PN-ALT-200,Alternator,24,,False,2026-02-17 08:00:00,2026-02-21 08:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-21 11:00:00,,2026-02-21 11:00:00,IN_TRANSIT,3.0,LOW,12.0,2026-03-02T06:00:00
PO-100201,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-16 08:00:00,2026-02-21 08:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-21 08:00:00,2026-02-21 05:00:00,2026-02-21 05:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100051,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-14 09:00:00,2026-02-21 09:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-21 12:00:00,2026-02-21 12:00:00,2026-02-21 12:00:00,ARRIVED,3.0,LATE,12.0,2026-03-02T06:00:00
PO-100385,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-18 09:00:00,2026-02-21 09:00:00,DB Schenker,IN_TRANSIT,2026-02-21 09:00:00,2026-02-21 06:00:00,2026-02-21 06:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100033,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-15 09:00:00,2026-02-21 09:00:00,DSV,PICKED_UP,2026-02-21 09:00:00,2026-02-21 08:00:00,2026-02-21 08:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100071,munich,SUP-1005,Hella,PN-ALT-200,Alternator,144,,False,2026-02-16 09:00:00,2026-02-21 09:00:00,Kuehne+Nagel,PICKED_UP,2026-02-21 09:00:00,,2026-02-21 09:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100167,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-15 09:00:00,2026-02-21 09:00:00,DSV,OUT_FOR_DELIVERY,2026-02-21 09:00:00,2026-02-21 05:00:00,2026-02-21 05:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100234,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,96,96.0,False,2026-02-18 09:00:00,2026-02-21 09:00:00,DSV,PICKED_UP,2026-02-21 15:00:00,2026-02-21 14:00:00,2026-02-21 14:00:00,ARRIVED,5.0,LATE,12.0,2026-03-02T06:00:00
PO-100203,munich,SUP-1005,Hella,PN-ALT-200,Alternator,96,96.0,False,2026-02-17 10:00:00,2026-02-21 10:00:00,DSV,IN_TRANSIT,2026-02-21 16:00:00,2026-02-21 17:00:00,2026-02-21 17:00:00,ARRIVED,7.0,LATE,12.0,2026-03-02T06:00:00
PO-100025,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,96,96.0,False,2026-02-18 10:00:00,2026-02-21 10:00:00,DSV,AT_HUB,2026-02-21 10:00:00,2026-02-21 08:00:00,2026-02-21 08:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100302,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,12,12.0,False,2026-02-17 10:00:00,2026-02-21 10:00:00,DB Schenker,IN_TRANSIT,2026-02-21 10:00:00,2026-02-21 11:00:00,2026-02-21 11:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100428,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-15 10:00:00,2026-02-21 10:00:00,DSV,PICKED_UP,2026-02-21 13:00:00,2026-02-21 13:00:00,2026-02-21 13:00:00,ARRIVED,3.0,LATE,12.0,2026-03-02T06:00:00
PO-100483,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-16 11:00:00,2026-02-21 11:00:00,DB Schenker,IN_TRANSIT,2026-02-21 11:00:00,2026-02-21 11:00:00,2026-02-21 11:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100241,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-16 11:00:00,2026-02-21 11:00:00,DSV,PICKED_UP,2026-02-21 11:00:00,2026-02-21 11:00:00,2026-02-21 11:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100027,munich,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-14 11:00:00,2026-02-21 11:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-21 11:00:00,2026-02-21 09:00:00,2026-02-21 09:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100091,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,144,144.0,False,2026-02-14 12:00:00,2026-02-21 12:00:00,DB Schenker,IN_TRANSIT,2026-02-21 12:00:00,2026-02-21 09:00:00,2026-02-21 09:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100320,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,12.0,False,2026-02-16 12:00:00,2026-02-21 12:00:00,DHL Freight,AT_HUB,2026-02-21 14:00:00,2026-02-21 13:00:00,2026-02-21 13:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100484,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-15 12:00:00,2026-02-21 12:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-21 18:00:00,2026-02-21 18:00:00,2026-02-21 18:00:00,ARRIVED,6.0,LATE,12.0,2026-03-02T06:00:00
PO-100498,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,144,144.0,False,2026-02-17 12:00:00,2026-02-21 12:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-21 12:00:00,2026-02-21 10:00:00,2026-02-21 10:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100371,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,12,10.0,True,2026-02-15 13:00:00,2026-02-21 13:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-21 13:00:00,2026-02-21 14:00:00,2026-02-21 14:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100114,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-15 13:00:00,2026-02-21 13:00:00,Kuehne+Nagel,AT_HUB,2026-02-21 13:00:00,2026-02-21 11:00:00,2026-02-21 11:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100391,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-14 13:00:00,2026-02-21 13:00:00,DSV,AT_HUB,2026-02-21 13:00:00,2026-02-21 10:00:00,2026-02-21 10:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100188,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-16 13:00:00,2026-02-21 13:00:00,DB Schenker,IN_TRANSIT,2026-02-21 13:00:00,2026-02-21 09:00:00,2026-02-21 09:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100357,munich,SUP-1005,Hella,PN-ALT-200,Alternator,144,144.0,False,2026-02-15 13:00:00,2026-02-21 13:00:00,DSV,IN_TRANSIT,2026-02-22 01:00:00,2026-02-21 21:00:00,2026-02-21 21:00:00,ARRIVED,8.0,LATE,12.0,2026-03-02T06:00:00
PO-100410,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-15 14:00:00,2026-02-21 14:00:00,DB Schenker,AT_HUB,2026-02-21 14:00:00,2026-02-21 15:00:00,2026-02-21 15:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100477,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,24.0,False,2026-02-15 14:00:00,2026-02-21 14:00:00,DSV,AT_HUB,2026-02-21 16:00:00,2026-02-21 17:00:00,2026-02-21 17:00:00,ARRIVED,3.0,LATE,12.0,2026-03-02T06:00:00
PO-100327,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-16 14:00:00,2026-02-21 14:00:00,DHL Freight,IN_TRANSIT,2026-02-21 14:00:00,2026-02-21 13:00:00,2026-02-21 13:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100329,munich,SUP-1005,Hella,PN-ALT-200,Alternator,24,22.0,True,2026-02-17 14:00:00,2026-02-21 14:00:00,DB Schenker,PICKED_UP,2026-02-21 14:00:00,2026-02-21 11:00:00,2026-02-21 11:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100352,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,12.0,False,2026-02-16 14:00:00,2026-02-21 14:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-21 14:00:00,2026-02-21 12:00:00,2026-02-21 12:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100154,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-18 14:00:00,2026-02-21 14:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-21 14:00:00,2026-02-21 14:00:00,2026-02-21 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100392,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,48.0,False,2026-02-15 06:00:00,2026-02-22 06:00:00,DSV,IN_TRANSIT,2026-02-22 18:00:00,2026-02-22 16:00:00,2026-02-22 16:00:00,ARRIVED,10.0,LATE,12.0,2026-03-02T06:00:00
PO-100278,munich,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-18 07:00:00,2026-02-22 07:00:00,DSV,AT_HUB,2026-02-22 07:00:00,2026-02-22 04:00:00,2026-02-22 04:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100015,munich,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-16 07:00:00,2026-02-22 07:00:00,DHL Freight,IN_TRANSIT,2026-02-22 07:00:00,2026-02-22 06:00:00,2026-02-22 06:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100060,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,48,,False,2026-02-16 07:00:00,2026-02-22 07:00:00,DHL Freight,AT_HUB,2026-02-22 07:00:00,,2026-02-22 07:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100177,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-19 07:00:00,2026-02-22 07:00:00,DB Schenker,IN_TRANSIT,2026-02-23 01:00:00,2026-02-22 21:00:00,2026-02-22 21:00:00,ARRIVED,14.0,LATE,12.0,2026-03-02T06:00:00
PO-100068,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-16 07:00:00,2026-02-22 07:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-22 07:00:00,2026-02-22 07:00:00,2026-02-22 07:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100473,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-18 08:00:00,2026-02-22 08:00:00,,,,2026-02-22 07:00:00,2026-02-22 07:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100039,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-19 09:00:00,2026-02-22 09:00:00,Kuehne+Nagel,AT_HUB,2026-02-22 09:00:00,2026-02-22 07:00:00,2026-02-22 07:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100297,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,24.0,False,2026-02-16 10:00:00,2026-02-22 10:00:00,,,,2026-02-22 12:00:00,2026-02-22 12:00:00,ARRIVED,2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100219,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-18 11:00:00,2026-02-22 11:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-22 11:00:00,2026-02-22 11:00:00,2026-02-22 11:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100408,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-19 11:00:00,2026-02-22 11:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-22 11:00:00,2026-02-22 12:00:00,2026-02-22 12:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100164,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-19 12:00:00,2026-02-22 12:00:00,DHL Freight,IN_TRANSIT,2026-02-22 12:00:00,2026-02-22 11:00:00,2026-02-22 11:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100061,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-18 12:00:00,2026-02-22 12:00:00,DB Schenker,PICKED_UP,2026-02-22 12:00:00,2026-02-22 12:00:00,2026-02-22 12:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100230,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-18 12:00:00,2026-02-22 12:00:00,DB Schenker,PICKED_UP,2026-02-22 12:00:00,2026-02-22 09:00:00,2026-02-22 09:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100036,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,12,,False,2026-02-17 12:00:00,2026-02-22 12:00:00,DSV,PICKED_UP,2026-02-22 12:00:00,,2026-02-22 12:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100162,munich,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-18 13:00:00,2026-02-22 13:00:00,DSV,AT_HUB,2026-02-22 13:00:00,2026-02-22 09:00:00,2026-02-22 09:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100295,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-17 13:00:00,2026-02-22 13:00:00,DB Schenker,IN_TRANSIT,2026-02-22 13:00:00,2026-02-22 13:00:00,2026-02-22 13:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100014,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-19 13:00:00,2026-02-22 13:00:00,DSV,PICKED_UP,2026-02-22 13:00:00,2026-02-22 13:00:00,2026-02-22 13:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
